,cmpdname,isosmiles,target
821,"(1S,2S)-2-[[(2S)-2-[[(1R,2S,4S)-2-bicyclo[2.2.1]heptanyl]methoxycarbonylamino]-4-methylpentanoyl]amino]-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O)NC(=O)OC[C@H]2C[C@H]3CC[C@@H]2C3,1
822,Brensocatib,CN1C2=C(C=CC(=C2)C3=CC=C(C=C3)C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)OC1=O,1
823,unnamed,Cc1ncc2c(n1)NC(=O)NC2,0
824,Tyraminium,C1=CC(=CC=C1CC[NH3+])O,1
825,Ubiquinone-1,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C,1
826,Nicotinamide-Adenine-Dinucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,1
827,"5-(1,4-Oxazepan-4-YL)pyridine-2-carbonitrile",C1CN(CCOC1)C2=CN=C(C=C2)C#N,1
828,Ledipasvir,CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,1
829,sodium;8-amino-4-oxo-3H-phthalazin-1-olate,C1=CC2=C(C(=C1)N)C(=NNC2=O)[O-].[Na+],1
830,Deoxycytidine-diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O,1
831,beta-D-galactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,1
832,"(3R,4S)-4-(3-methoxyphenyl)oxan-3-amine",COC1=CC=CC(=C1)[C@@H]2CCOC[C@@H]2N,1
833,unnamed,BrC1(Br)C2C=CCCCCC21,0
834,unnamed,CCCOCC(=O)OC,0
835,Abivertinib,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F,1
836,unnamed,O=NN1CN2CN(C1)CN(N=O)C2,0
837,unnamed,CC(N)CNCC(C)N,0
838,unnamed,CCCCc1ccc(C(N)=O)nc1,0
839,unnamed,CCOP(N)(=O)c1ccccc1,0
840,[1-(Pyrimidin-2-yl)piperidin-4-yl]methanol,C1CN(CCC1CO)C2=NC=CC=N2,1
841,unnamed,Cc1nc(N)c2cnn(C)c2n1,0
842,NADP nicotinamide-adenine-dinucleotide phosphate,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,1
843,unnamed,Nc1ccccc1-c1cc[nH]n1,0
844,"1-[4-(2,4-Dimethylphenyl)sulfonylpiperazin-1-yl]ethanone",CC1=CC(=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C)C,1
845,S-formylglutathionate(1-),C(CC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1
846,"(10Z,14Z,16Z)-6'-butan-2-yl-21,24-dihydroxy-12-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CCC(C)C1C(CCC2(O1)CC3CC(O2)C/C=C(\\C(C(/C=C\\C=C/4\\COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)/C)C,1
847,4-Hydroxyphenylacetaldehyde,C1=CC(=CC=C1CC=O)O,1
848,unnamed,O=c1ssc(Cl)c1-c1ccccc1,0
849,"1-Propanone, 2-methyl-1-(4-methylphenyl)-",CC1=CC=C(C=C1)C(=O)C(C)C,1
850,Nalpha-acetyl-N-(3-bromoprop-2-yn-1-yl)-L-tyrosinamide,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)NCC#CBr,1
851,2-[(methylsulfonyl)methyl]-1H-benzimidazole,CS(=O)(=O)CC1=NC2=CC=CC=C2N1,1
852,4-Acetamidobutanoate,CC(=O)NCCCC(=O)[O-],1
853,unnamed,ClCCCSSCCCCl,0
854,Ozanimod,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N,1
855,unnamed,N=c1ncn(C(N)=O)[nH]1,0
856,unnamed,CC1(C)OCCC1[Si](C)(C)C,0
857,unnamed,CC1(O)CCC2(C)C3CCCC3C12,0
858,3-phosphonato-D-glyceroyl phosphate(4-),C([C@H](C(=O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-],1
859,unnamed,O=C(O)CCCCCCCCCC(=O)O,0
860,"N'-cyclopropyl-N-methyl-N-[(5-methyl-1,2-oxazol-3-yl)methyl]urea",CC1=CC(=NO1)CN(C)C(=O)NC2CC2,1
861,unnamed,CSc1nnc2sc(=S)[nH]n12,0
862,Dexbudesonide,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,1
863,unnamed,CCCCOP(=S)(OCCCC)OCCCC,0
864,Etiocholanolone,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,1
865,unnamed,N=C(N)NS(N)(=O)=O,0
866,unnamed,OCCCN1CCCC12CCCCC2,0
867,unnamed,CC(CCc1ccccc1)=NNC(N)=S,0
868,Artemisinin,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,1
869,Metoprolol succinate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O,1
870,unnamed,CCC(CC)C(=O)NCC(=O)NO,0
871,dCMP dianion,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O,1
872,1-(4-Tosylpiperazin-1-yl)ethanone,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C,1
873,N1-Protonated adenosine-5'-monophosphate,C1=[N+](C2=NC=NC(=C2N1)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,1
874,3-Aminoisonicotinic acid,C1=CN=CC(=C1C(=O)O)N,1
875,unnamed,CC1=CC(C)(C)Nc2ccccc2N1,0
876,2-Acetamido-5-oxopentanoate,CC(=O)N[C@@H](CCC=O)C(=O)[O-],1
877,unnamed,O=C1C=C2C(=CCOC2O)O1,0
878,"(1R,4S,5'S,6R,6'S,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CC[C@H](C)[C@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,1
879,"N-[(1R)-2-(tert-butylamino)-2-oxo-1-pyridin-3-ylethyl]-N-(5-tert-butyl-1,2-oxazol-3-yl)propanamide",CCC(=O)N(C1=NOC(=C1)C(C)(C)C)[C@H](C2=CN=CC=C2)C(=O)NC(C)(C)C,1
880,Sinefungin,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)C[C@H](CC[C@@H](C(=O)O)N)N)O)O)N,1
881,unnamed,CCOC(=O)CC(C)CCO,0
882,unnamed,NNC(=O)C(O)C(O)C(=O)NN,0
883,Melphalan,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,1
884,2-(5-chlorothiophen-2-yl)-N-(pyridin-3-yl)acetamide,C1=CC(=CN=C1)NC(=O)CC2=CC=C(S2)Cl,1
885,unnamed,CNC(=S)NC(=S)N(C)C,0
886,4-Methoxyindole,COC1=CC=CC2=C1C=CN2,1
887,1-Cyclohexyl-3-(2-pyridin-4-ylethyl)urea,C1CCC(CC1)NC(=O)NCCC2=CC=NC=C2,1
888,Amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,1
889,unnamed,Nc1ncc2c(ncn2CC(O)CO)n1,0
890,unnamed,O=C(CCCc1ccccc1)NO,0
891,unnamed,C[Si](C)(C)OC=C1CCOC1=O,0
892,Cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,1
893,unnamed,O=P(O)(O)CCCNO,0
894,1-[4-(Thiophene-2-carbonyl)piperazin-1-yl]ethan-1-one,CC(=O)N1CCN(CC1)C(=O)C2=CC=CS2,1
895,unnamed,N#CCCCCn1cnc2c(N)ncnc21,0
896,Acetylcholine,CC(=O)OCC[N+](C)(C)C,1
897,Thiamin diphosphate,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])OP(=O)([O-])[O-],1
898,unnamed,c1cnc2c(c1)ccc1cccnc12,0
899,unnamed,O=C1NN2CCN=C2c2cccnc21,0
900,Azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,1
901,seleno-L-homocysteine,C(C[Se])[C@@H](C(=O)[O-])[NH3+],1
902,1-[4-[(5-Bromothiophen-2-yl)methyl]piperazin-1-yl]ethanone,CC(=O)N1CCN(CC1)CC2=CC=C(S2)Br,1
903,Masitinib mesylate,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5.CS(=O)(=O)O,1
904,"2-(1,3,5-trimethyl-1H-pyrazol-4-yl)acetamide",CC1=C(C(=NN1C)C)CC(=O)N,1
905,uroporphyrinogen III(8-),C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-],1
906,unnamed,CCCCOC(=O)C1OC12CCCCC2,0
907,unnamed,O=C(O)c1c[nH]cc1C(=O)O,0
908,"4-[(Dimethylamino)methyl]-1,3-thiazol-2-amine",CN(C)CC1=CSC(=N1)N,1
909,unnamed,CC1=Nc2ccccc2NC(C)(C)C1,0
910,2-Methyl-3-oxopropanoate,CC(C=O)C(=O)[O-],1
911,unnamed,NCCNCC(O)CO,0
912,unnamed,O=C1N=CC2(N=N2)C(=O)N1,0
913,unnamed,O=C1CCSC2=C1SCc1sccc12,0
914,Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,1
915,alpha-D-glucuronate 1-phosphate,[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)OP(=O)([O-])[O-])C(=O)[O-])O)O,1
916,Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,1
917,Nicotinamide riboside,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,1
918,unnamed,CC(C)CC(C#N)C(N)=O,0
919,GDP-L-fucose(2-),C[C@H]1[C@H]([C@H]([C@@H](C(O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O,1
920,unnamed,CCCCCCCCCCCCNC(=S)OCCCC,0
921,Methyl 4-aminobutanoate,COC(=O)CCCN,1
922,unnamed,CCOC(F)(F)C=Cc1ccccc1,0
923,unnamed,O=C(O)CCc1ccc(O)c(O)c1,0
924,unnamed,Cc1ccnc2[nH]nnc12,0
925,"2-[3-(3-chloro-5-propoxyphenyl)-2-oxo[2H-[1,3'-bipyridine]]-5-yl]benzonitrile",CCCOC1=CC(=CC(=C1)C2=CC(=CN(C2=O)C3=CN=CC=C3)C4=CC=CC=C4C#N)Cl,1
926,"N-(5-bromo-2-oxo-1,2-dihydropyridin-3-yl)acetamide",CC(=O)NC1=CC(=CNC1=O)Br,1
927,succinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O,1
928,unnamed,CCC1C(=O)OCc2ccccc21,0
929,unnamed,N#CC(=CSc1ccccc1)C(=O)O,0
930,NADH dianion,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,1
931,Metampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C,1
932,Lopinavir/Ritonavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O.CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,1
933,"2,6,8-Trihydroxypurin-7-ide",C12=C(NC(=O)N1)N=C(NC2=O)[O-],1
934,Sodium heparin,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O[C@H]3[C@@H]([C@H]([C@H](O[C@@H]3O)O[C@H]4[C@@H]([C@H](C(O[C@H]4C(=O)O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)CS(=O)(=O)O)O)O)COS(=O)(=O)O)O)O,1
935,"6'-Butan-2-yl-21,24-dihydroxy-12-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,1
936,(4-Fluoro-2-methylphenyl)methanesulfonamide,CC1=C(C=CC(=C1)F)CS(=O)(=O)N,1
937,unnamed,CCC1OC2CS(=O)(=O)CC2O1,0
938,unnamed,O=C1NC(=O)C(CCCCO)N1,0
939,"N-(2-methoxy-5-methylphenyl)-N'-4H-1,2,4-triazol-4-ylurea",CC1=CC(=C(C=C1)OC)NC(=O)NN2C=NN=C2,1
940,unnamed,CC1(C)CCNc2ccccc2S1,0
941,unnamed,O=C1CCCCC1=Cc1ccccc1,0
942,unnamed,CCNC(=N)CSS(=O)(=O)O,0
943,unnamed,OC1CCC2OOC1O2,0
944,unnamed,CC=C=C(C)CN,0
945,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,1
946,Metformin glycinate,CN(C)C(=N)N=C(N)N.C(C(=O)O)N,1
947,unnamed,COC(=O)C1OC12CCCCC2,0
948,8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanamide,C(CCC(=O)N)CC(CCSCN)S,1
949,"[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[(4Z,9Z,14Z)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl phosphate",CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC\\4(C(C5C6(C(C(C(=N6)/C(=C\\7/C(C(C(=N7)/C=C\\8/C(C(C(=N8)/C(=C4\\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O,1
950,unnamed,O=C1NC2c3ccccc3CCC12,0
951,"1-Acetyl-4-[(2,5-dimethylphenyl)sulfonyl]piperazine",CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(=O)C,1
952,Ibrutinib,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,1
953,unnamed,NC1CS(=O)(=O)CC1O,0
954,unnamed,CNC(C)C#N,0
955,"[(1S,4R,6S,7Z,18R)-4-(cyclopropylsulfonylcarbamoyl)-14-[(2-methylpropan-2-yl)oxycarbonylamino]-2,15-dioxo-3,16-diazatricyclo[14.3.0.04,6]nonadec-7-en-18-yl] 4-fluoro-1,3-dihydroisoindole-2-carboxylate",CC(C)(C)OC(=O)NC1CCCCC/C=C\\[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,1
956,unnamed,CC(C)(N)Cc1ccccc1Cl,0
957,(2S)-2-acetamido-N-prop-2-enylbutanediamide,CC(=O)N[C@@H](CC(=O)N)C(=O)NCC=C,1
958,unnamed,O=C1CCC2(CCCCC2)N1,0
959,unnamed,O=C(O)c1cnnc2ccccc12,0
960,unnamed,OC1CN=C2C=CC=CN2C1,0
961,Migalastat,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O,1
962,"(1R,2S)-2-{[N-({[(1R,3R,5S)-bicyclo[3.3.1]non-6-en-3-yl]methoxy}carbonyl)-L-leucyl]amino}-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O)NC(=O)OC[C@@H]2C[C@@H]3CC=C[C@@H](C3)C2,1
963,unnamed,CCCCCOB(OCCCCC)OCCCCC,0
964,unnamed,CC1=CC(C)(C)NC(=S)N1CCO,0
965,5-Methoxygramine,CN(C)CC1=CNC2=C1C=C(C=C2)OC,1
966,unnamed,c1ccn2nncc2c1,0
967,D-glyceraldehyde 3-phosphate(2-),C([C@H](C=O)O)OP(=O)([O-])[O-],1
968,Pyridostigmine bromide,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],1
969,unnamed,CCCCSC1=NCCCS1,0
970,4-Acetamidobenzoic acid,CC(=O)NC1=CC=C(C=C1)C(=O)O,1
971,unnamed,OCC12C3C4C5C3C1C5C42,0
972,Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1
973,unnamed,CN(C)c1ccc(N=O)cc1,0
974,unnamed,O=C1N=C2C=CC=CN2CC1O,0
975,unnamed,O=C1NC23CC=CCC12CCCCCC3,0
976,unnamed,Nc1cccnc1O,0
977,Prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1
978,unnamed,Nc1nc(O)c2[nH]ccc2n1,0
979,unnamed,Cc1noc2cccc(O)c12,0
980,Tenofovir disoproxil,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,1
981,"4,4'-Diphenylmethane diisocyanate",C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,1
982,unnamed,CC(=O)N(O)c1ccc(Cl)cc1,0
983,coenzyme II,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,1
984,unnamed,NCCOB(c1ccccc1)c1ccccc1,0
985,"6-Chlorotetrazolo[1,5-b]pyridazine",C1=CC(=NN2C1=NN=N2)Cl,1
986,unnamed,CCN(CC)C(C)(O)CN,0
987,unnamed,C=CCCCCOCOCCOC,0
988,Uracil,C1=CNC(=O)NC1=O,1
989,unnamed,O=C(O)C1CSCN1,0
990,unnamed,CCOCCOCCOCOCCOCCOCC,0
991,unnamed,O=Nc1ccccc1N=O,0
992,unnamed,Cc1nn(C)c(=O)[nH]c1=O,0
993,unnamed,CCN(CCO)c1ccc(N=O)cc1,0
994,unnamed,C=CCC(N)Cc1ccccc1,0
995,unnamed,Sc1nnnc2ccccc12,0
996,unnamed,O=C(O)c1cc2ccccc2nc1O,0
997,unnamed,CC(=O)OCCSSCCOC(C)=O,0
998,(R)-3-hydroxybutyrate,C[C@H](CC(=O)[O-])O,1
999,unnamed,O=C1CCCCC1=CC=Cc1ccccc1,0
1000,N-Ethylsuccinimide,CCN1C(=O)CCC1=O,1
1001,7-Azaindole,C1=CC2=C(NC=C2)N=C1,1
1002,(S)-2-amino-3-cyclohexylpropanoic acid,C1CCC(CC1)C[C@@H](C(=O)O)N,1
1003,Citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,1
1004,unnamed,CC(NC1CC1)c1ccccc1.Cl,0
1005,Ifenprodil,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,1
1006,unnamed,O=C(O)CCCO,0
1007,unnamed,CSC(C)CS(=O)(=O)O,0
1008,Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,1
1009,"N(6)-(1,2-dicarboxyethyl)-AMP",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)NC(CC(=O)[O-])C(=O)[O-],1
1010,2-ammonio-2-deoxy-D-glucopyranose 6-phosphate(1-),C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-],1
1011,D-glucopyranose 6-phosphate,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)([O-])[O-],1
1012,unnamed,CCO[Si](C)(OCC)OCC,0
1013,N-[(4-sulfamoylphenyl)methyl]acetamide,CC(=O)NCC1=CC=C(C=C1)S(=O)(=O)N,1
1014,"(S,S)-Formoterol",C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O,1
1015,unnamed,N=C1NC(=O)C(=NO)C(=O)N1,0
1016,unnamed,Cc1nnc2ccccc2c1O,0
1017,"(3r,3as,6ar)-Hexahydrofuro[2,3-B]furan-3-Yl {(2s,3r)-4-[({2-[(1-Cyclopentylpiperidin-4-Yl)amino]-1,3-Benzothiazol-6-Yl}sulfonyl)(2-Methylpropyl)amino]-3-Hydroxy-1-Phenylbutan-2-Yl}carbamate",CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC5=C(C=C4)N=C(S5)NC6CCN(CC6)C7CCCC7,1
1018,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1
1019,5-Methyl-1H-indole-2-carboxylic acid,CC1=CC2=C(C=C1)NC(=C2)C(=O)O,1
1020,Tetrasul sulfoxide,C1=CC(=CC=C1S(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,1
1021,unnamed,CN(C)c1ccc(-n2cccc2)cc1,0
1022,Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,1
1023,unnamed,Nc1ccc2oc3cccnc3c2c1,0
1024,unnamed,COC(=O)c1cc(=O)nc(NN)s1,0
1025,Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1
1026,unnamed,Cc1nc(Cl)c(Cl)c(Cl)n1,0
1027,unnamed,Cn1cc(C(N)=O)ccc1=N,0
1028,3-chloro-N-(1-hydroxy-2-methylpropan-2-yl)benzamide,CC(C)(CO)NC(=O)C1=CC(=CC=C1)Cl,1
1029,(3S)-3-amino-6-(diaminomethylideneazaniumyl)hex-1-en-2-olate,C=C([C@H](CCC[NH+]=C(N)N)N)[O-],1
1030,2'-Deoxyguanosine-5'-diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,1
1031,unnamed,NC(F)(Cc1ccccc1)C(=O)O,0
1032,unnamed,CCOC(=S)C=Cc1ccccc1,0
1033,unnamed,CSc1nnc(CF)c(O)n1,0
1034,unnamed,O=C(NO)c1ccc(O)c(O)c1,0
1035,(2R)-2-(2-fluorophenoxy)propanoic acid,C[C@H](C(=O)O)OC1=CC=CC=C1F,1
1036,unnamed,CCCCNC(=S)SSSC(=S)NCCCC,0
1037,unnamed,Nc1nc(O)c2c(n1)C(=O)NC2,0
1038,unnamed,CNCc1c(S)ccc2ccccc12,0
1039,"2-[[(1R)-1-[7-Methyl-2-(4-morpholinyl)-4-oxo-4H-pyrido[1,2-a]pyrimidin-9-yl]ethyl]amino]benzoic acid",CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,1
1040,unnamed,CCSC(=O)NNc1nc2ccccc2s1,0
1041,Trifluoroacetic acid,C(=O)(C(F)(F)F)O,1
